UMAP_1	UMAP_2	CellType	cell_id
-12.03947927	-11.62315983	Fibs	cell15577
-12.00946523	-11.74072308	Fibs	cell15578
-11.96915437	-11.25082916	Fibs	cell15579
-12.06154443	-11.56232304	Fibs	cell15580
-12.61207295	-12.92452854	Fibs	cell15581
-12.03901864	-11.83210796	Fibs	cell15582
-12.11878015	-10.95784134	Fibs	cell15583
-12.40545465	-10.73317188	Fibs	cell15584
-12.34928227	-11.33485931	Fibs	cell15585
-8.229403029	-12.07795185	ECs	cell15586
-12.71824075	-10.01127857	Fibs	cell15587
-8.098859797	-12.17441124	ECs	cell15588
-12.0576563	-11.86119598	Fibs	cell15589
-12.03865243	-11.85744137	Fibs	cell15590
-12.00414945	-11.74018139	Fibs	cell15591
-12.05007363	-11.6136517	Fibs	cell15592
-12.28216268	-10.46728272	Fibs	cell15593
-8.22181655	-12.10798115	ECs	cell15594
-8.333692561	-12.13230175	ECs	cell15595
-12.00614072	-11.4659943	Fibs	cell15596
-12.12937451	-12.00231499	Fibs	cell15597
-12.02332593	-11.75636524	Fibs	cell15598
-12.12070943	-11.96409935	Fibs	cell15599
-12.86163999	-9.842986527	Fibs	cell15600
-12.01554776	-11.68819851	Fibs	cell15601
-8.154643069	-12.39083237	ECs	cell15602
-11.97151376	-11.54629463	Fibs	cell15603
-12.7479458	-9.919866982	Fibs	cell15604
-12.05465032	-11.78208107	Fibs	cell15605
-12.22507955	-12.05894321	Fibs	cell15606
-12.3994465	-12.23612255	Fibs	cell15607
-12.09005548	-11.43669933	Fibs	cell15608
-13.02846719	-9.856994095	Fibs	cell15609
-7.917033682	-10.97629685	ECs	cell15610
-7.881260882	-11.76030582	ECs	cell15611
-7.279576788	-9.827301446	ECs	cell15612
-6.758034239	-10.43748421	ECs	cell15613
-12.45664407	-10.35503334	Fibs	cell15614
-7.887314806	-12.48084873	ECs	cell15615
-7.958789358	-11.52280754	ECs	cell15616
-4.480542193	-12.91543526	ECs	cell15617
-5.090705881	-12.79714436	ECs	cell15618
1.956809749	8.713553009	CD4s	cell15619
-6.892292033	-9.472968522	ECs	cell15620
-7.825871477	-11.36455483	ECs	cell15621
-5.126738558	-12.75325054	ECs	cell15622
-4.649755965	-12.92282719	ECs	cell15623
-4.383500586	-12.75545353	ECs	cell15624
-7.469913493	-12.04972595	ECs	cell15625
-7.234995375	-9.566818657	ECs	cell15626
-3.869643221	-13.34497398	ECs	cell15627
-4.038506518	-12.90161938	ECs	cell15628
-4.73668767	-13.54318279	ECs	cell15629
-4.809450159	-13.15425057	ECs	cell15630
-7.621288309	-11.60561985	ECs	cell15631
-4.894722472	-13.21831364	ECs	cell15632
-4.629221926	-12.391931	ECs	cell15633
-4.215612898	-13.10025829	ECs	cell15634
-3.856303225	-12.88370556	ECs	cell15635
-4.276063452	-13.09602207	ECs	cell15636
-3.773969899	-13.6949181	ECs	cell15637
-6.563864718	-9.893203202	ECs	cell15638
-5.015936861	-12.46312946	ECs	cell15639
-6.77935649	-11.10217423	ECs	cell15640
-7.493090163	-10.80937332	ECs	cell15641
-5.175347338	-13.05445618	ECs	cell15642
-7.108577261	-9.851858559	ECs	cell15643
-6.934811602	-9.623166504	ECs	cell15644
-5.169208536	-12.48467201	ECs	cell15645
-6.524502764	-10.05019898	ECs	cell15646
-3.872839222	-13.53366703	ECs	cell15647
-7.426833639	-9.654283944	ECs	cell15648
-5.414269457	-12.28764385	ECs	cell15649
-7.596787463	-10.38695377	ECs	cell15650
-3.82081605	-13.07990498	ECs	cell15651
-6.746628294	-10.99556488	ECs	cell15652
-7.815826903	-10.97227997	ECs	cell15653
-12.15834046	-12.83924908	Fibs	cell15654
-7.343112955	-9.938275757	ECs	cell15655
-4.574729452	-13.13877434	ECs	cell15656
-5.342714796	-12.76902527	ECs	cell15657
-3.956089745	-13.31656498	ECs	cell15658
-7.03356124	-9.734746399	ECs	cell15659
-7.617807875	-10.95804543	ECs	cell15660
-6.795247565	-10.71191925	ECs	cell15661
-3.773529301	-13.72174591	ECs	cell15662
-5.401411543	-12.18892807	ECs	cell15663
-3.866202126	-13.27798599	ECs	cell15664
-4.960876475	-13.01795048	ECs	cell15665
-3.737749825	-13.58465332	ECs	cell15666
-7.173814307	-10.72666019	ECs	cell15667
-4.698774824	-12.59832424	ECs	cell15668
-4.697252283	-12.86737007	ECs	cell15669
-5.619617472	-12.26878876	ECs	cell15670
-4.928732882	-12.46826023	ECs	cell15671
-3.652100334	-13.61217159	ECs	cell15672
-4.251342306	-13.81637234	ECs	cell15673
-4.921300421	-12.4410643	ECs	cell15674
-7.759038458	-11.52320427	ECs	cell15675
-7.770549307	-10.60000176	ECs	cell15676
-4.297161351	-13.08195538	ECs	cell15677
-6.690310011	-9.977531853	ECs	cell15678
-3.816254626	-13.56962723	ECs	cell15679
-7.307041178	-11.14445728	ECs	cell15680
-7.954561243	-11.75831551	ECs	cell15681
-3.96801735	-13.62675709	ECs	cell15682
-6.364212046	-11.65679306	ECs	cell15683
-8.037714491	-12.42507404	ECs	cell15684
-4.275331984	-13.20614857	ECs	cell15685
-3.798916588	-13.61435265	ECs	cell15686
-6.655424605	-11.03928417	ECs	cell15687
-4.259845744	-13.55280918	ECs	cell15688
-12.79319669	-9.93725628	Fibs	cell15689
-4.434734831	-13.48042053	ECs	cell15690
-5.265320788	-13.27220673	ECs	cell15691
-4.878472815	-12.51640839	ECs	cell15692
-4.573310385	-13.57773251	ECs	cell15693
-4.566871653	-12.8776154	ECs	cell15694
-3.987584839	-13.16849655	ECs	cell15695
-4.676552782	-12.37786621	ECs	cell15696
-4.244478236	-13.32233089	ECs	cell15697
-4.687901507	-13.66716141	ECs	cell15698
-12.96073056	-10.25369686	Fibs	cell15699
-6.586488734	-10.38867802	ECs	cell15700
-12.38371659	-12.83885235	Fibs	cell15701
-4.933589945	-12.7712788	ECs	cell15702
-12.48254205	-12.98437733	Fibs	cell15703
-4.548595915	-13.27432865	ECs	cell15704
-4.782452116	-13.21301121	ECs	cell15705
-6.968202124	-10.51385063	ECs	cell15706
-7.07722045	-11.03822464	ECs	cell15707
-3.845211277	-13.16834301	ECs	cell15708
-7.003166685	-11.99544281	ECs	cell15709
-5.01932622	-12.95863766	ECs	cell15710
2.137019386	8.668703613	CD8s	cell15711
-4.245903502	-13.38579411	ECs	cell15712
-7.612501631	-9.972993317	ECs	cell15713
-7.800512324	-10.70004219	ECs	cell15714
-12.03144265	-13.29966778	Fibs	cell15715
-3.91650487	-12.98572487	ECs	cell15716
-4.133102904	-12.93921417	ECs	cell15717
-4.280105601	-13.02404732	ECs	cell15718
-6.59544612	-10.7960009	ECs	cell15719
-4.449436198	-12.49349922	ECs	cell15720
-4.867740164	-12.55048412	ECs	cell15721
-4.226908217	-12.95694965	ECs	cell15722
-7.103559981	-9.433574143	ECs	cell15723
-3.97217227	-13.42073673	ECs	cell15724
-6.723876009	-10.36833233	ECs	cell15725
-3.818762074	-13.27381653	ECs	cell15726
-7.690357218	-10.70394177	ECs	cell15727
-4.744786272	-13.32765526	ECs	cell15728
-7.570745478	-11.11036533	ECs	cell15729
-6.518000136	-10.15193123	ECs	cell15730
-6.974073897	-9.412594262	ECs	cell15731
-4.909992228	-12.9849152	ECs	cell15732
-4.16762496	-12.68265099	ECs	cell15733
-12.5559435	-10.24374146	Fibs	cell15734
-4.935624132	-12.70160526	ECs	cell15735
-4.506564627	-12.958507	ECs	cell15736
-7.072493086	-10.91460938	ECs	cell15737
-4.455621252	-12.73375172	ECs	cell15738
-3.896045218	-13.3740992	ECs	cell15739
-5.238855849	-12.30757851	ECs	cell15740
-4.235827217	-13.13652653	ECs	cell15741
-3.778614054	-13.09480232	ECs	cell15742
-6.53221942	-11.78233475	ECs	cell15743
-5.442602644	-13.41742462	ECs	cell15744
-4.693908701	-12.33536381	ECs	cell15745
-4.935369978	-12.28318161	ECs	cell15746
-3.880040417	-13.41443867	ECs	cell15747
-7.15987588	-12.01112885	ECs	cell15748
-7.794267664	-10.71328682	ECs	cell15749
-4.893541823	-13.21644634	ECs	cell15750
-12.47729875	-13.36647362	Fibs	cell15751
-4.766591082	-13.65349526	ECs	cell15752
-4.664861212	-13.24399704	ECs	cell15753
-7.366683016	-11.64855999	ECs	cell15754
-6.815337668	-11.87082428	ECs	cell15755
-7.617727766	-11.17187256	ECs	cell15756
-4.232817421	-13.7977776	ECs	cell15757
-7.05343915	-9.993832055	ECs	cell15758
-7.191654692	-11.19193024	ECs	cell15759
-12.39862824	-12.93270535	Fibs	cell15760
-6.71745349	-11.0629496	ECs	cell15761
-7.528094302	-12.26491207	ECs	cell15762
-4.804163943	-12.64295048	ECs	cell15763
-7.397776614	-9.65848774	ECs	cell15764
-12.22124578	-12.77634663	Fibs	cell15765
-5.033548365	-12.2567429	ECs	cell15766
-5.023871909	-13.39358086	ECs	cell15767
-6.457471381	-10.58795876	ECs	cell15768
-4.225101242	-13.36527771	ECs	cell15769
-8.117416869	-12.50602287	ECs	cell15770
-3.887741099	-13.06230778	ECs	cell15771
-4.50283576	-13.34892887	ECs	cell15772
-6.735996733	-10.17573399	ECs	cell15773
-6.808188925	-10.7805838	ECs	cell15774
-8.099882136	-12.15272183	ECs	cell15775
-4.766354571	-13.58718723	ECs	cell15776
-4.966897021	-13.00310368	ECs	cell15777
-5.291419039	-12.20253414	ECs	cell15778
-5.221705923	-12.12352127	ECs	cell15779
-6.552859316	-10.24983925	ECs	cell15780
-6.957177649	-9.310602608	ECs	cell15781
-8.114114294	-12.46986622	ECs	cell15782
-7.982597838	-11.15152782	ECs	cell15783
-6.67199565	-10.28266472	ECs	cell15784
-3.966602097	-12.72776646	ECs	cell15785
-4.964414606	-12.85783238	ECs	cell15786
-5.160045634	-13.42696327	ECs	cell15787
-7.445615301	-12.32720894	ECs	cell15788
-12.15627194	-11.82096142	Fibs	cell15789
-7.881829272	-10.91031212	ECs	cell15790
-7.327479849	-9.952557984	ECs	cell15791
-4.406695376	-13.21812958	ECs	cell15792
-4.486516962	-13.26284069	ECs	cell15793
-7.668028841	-11.26143116	ECs	cell15794
-7.329728136	-9.695213738	ECs	cell15795
-5.094831	-12.72626633	ECs	cell15796
-4.919420729	-12.50056309	ECs	cell15797
-5.56983615	-12.43598026	ECs	cell15798
-5.406821738	-12.42675919	ECs	cell15799
-5.158230791	-12.75221962	ECs	cell15800
-4.137930641	-13.78930325	ECs	cell15801
-8.011842261	-12.04388088	ECs	cell15802
-5.299982558	-12.46670097	ECs	cell15803
-7.41949893	-9.70947403	ECs	cell15804
-4.557739745	-12.44507641	ECs	cell15805
-4.901985178	-12.61805672	ECs	cell15806
-12.1517191	-11.16683716	Fibs	cell15807
-3.976260434	-12.92757458	ECs	cell15808
-7.943756113	-11.02432293	ECs	cell15809
-7.413653384	-9.715454522	ECs	cell15810
-7.705991278	-10.38717693	ECs	cell15811
-4.358640919	-13.69973129	ECs	cell15812
-7.723418722	-12.40950531	ECs	cell15813
-3.982791434	-13.93720383	ECs	cell15814
-4.479951868	-13.57576317	ECs	cell15815
-4.601602087	-13.38803524	ECs	cell15816
-7.56828166	-11.75991386	ECs	cell15817
-7.812431822	-11.16477436	ECs	cell15818
-3.910699616	-13.06582684	ECs	cell15819
-7.808190832	-12.60369343	ECs	cell15820
-4.870388518	-12.35170883	ECs	cell15821
-4.651785384	-12.7955727	ECs	cell15822
-4.70374156	-12.7193541	ECs	cell15823
-7.217592249	-9.449795189	ECs	cell15824
-7.059942255	-11.40211243	ECs	cell15825
-4.333611021	-13.64610142	ECs	cell15826
-7.797434817	-11.06269402	ECs	cell15827
-6.499534617	-11.10605759	ECs	cell15828
-12.31123162	-10.70313019	Fibs	cell15829
-3.753637562	-13.51755661	ECs	cell15830
-7.148538599	-12.09128136	ECs	cell15831
-3.946279059	-13.79799122	ECs	cell15832
-4.822207461	-12.34043163	ECs	cell15833
-6.899625788	-12.13204998	ECs	cell15834
-3.989764939	-13.06135601	ECs	cell15835
-11.95587827	-13.21176952	Fibs	cell15836
-4.944534788	-12.88757938	ECs	cell15837
-7.211498747	-9.365180436	ECs	cell15838
-8.063323984	-12.45178742	ECs	cell15839
-4.807514201	-13.39987129	ECs	cell15840
-5.163919459	-12.16513866	ECs	cell15841
-6.8764186	-9.533234063	ECs	cell15842
-7.19714881	-11.34483475	ECs	cell15843
-4.319406519	-12.65857643	ECs	cell15844
-3.845286856	-13.02118057	ECs	cell15845
-4.428395281	-13.39932865	ECs	cell15846
-3.987707625	-13.01458878	ECs	cell15847
-7.108745585	-9.401791993	ECs	cell15848
-6.570594321	-10.33896393	ECs	cell15849
-3.770698319	-13.27036041	ECs	cell15850
-7.013053904	-10.54159874	ECs	cell15851
-4.604395399	-13.57996124	ECs	cell15852
-3.907197962	-13.16036648	ECs	cell15853
-12.34897805	-13.40635819	Fibs	cell15854
-7.982658396	-11.88749928	ECs	cell15855
-4.654178629	-13.19835228	ECs	cell15856
-13.03453065	-9.851010743	Fibs	cell15857
-4.603152762	-13.46802467	ECs	cell15858
-5.516099463	-12.38657326	ECs	cell15859
-3.89257885	-13.65741772	ECs	cell15860
-5.039043913	-12.44938129	ECs	cell15861
-7.547465811	-11.76191944	ECs	cell15862
-4.387875567	-12.71155685	ECs	cell15863
-3.807085047	-12.99337715	ECs	cell15864
-4.866436014	-13.20757431	ECs	cell15865
-6.878091345	-9.680270615	ECs	cell15866
-12.32264806	-12.84055943	Fibs	cell15867
-4.357777367	-13.7246632	ECs	cell15868
-4.26725174	-13.0460524	ECs	cell15869
-7.387060175	-12.05911392	ECs	cell15870
-3.903480063	-13.70264858	ECs	cell15871
-7.189499388	-12.02036709	ECs	cell15872
-3.906295071	-13.64152569	ECs	cell15873
-4.668766508	-12.52561707	ECs	cell15874
-4.136125813	-13.33600277	ECs	cell15875
-3.921760092	-13.77750534	ECs	cell15876
-4.180828581	-13.11306137	ECs	cell15877
-12.37303926	-12.12589497	Fibs	cell15878
-4.191893111	-12.75769466	ECs	cell15879
-4.313367853	-13.87397141	ECs	cell15880
-4.067907343	-13.80743546	ECs	cell15881
-12.89334489	-9.757284585	Fibs	cell15882
-12.09925939	-12.84762901	Fibs	cell15883
-3.804895649	-13.01178021	ECs	cell15884
-4.169453392	-12.9801535	ECs	cell15885
-7.956721316	-10.81888718	ECs	cell15886
-3.849524985	-13.56899685	ECs	cell15887
-7.529114256	-10.20605606	ECs	cell15888
-4.857388983	-12.61999172	ECs	cell15889
-4.487314234	-13.55835289	ECs	cell15890
-11.98899365	-13.00763649	Fibs	cell15891
-5.291580687	-13.4032206	ECs	cell15892
-3.767087469	-13.24454922	ECs	cell15893
-4.940528403	-13.05308765	ECs	cell15894
-3.845003138	-13.71816296	ECs	cell15895
-4.654461871	-13.28602356	ECs	cell15896
-4.636390219	-12.67439217	ECs	cell15897
-5.462553988	-12.01195664	ECs	cell15898
-6.74182559	-9.750723305	ECs	cell15899
-5.342981825	-12.39203972	ECs	cell15900
-7.053548346	-12.15538353	ECs	cell15901
-4.30593277	-13.47334045	ECs	cell15902
-4.741389284	-12.90430779	ECs	cell15903
-6.616036425	-11.84056324	ECs	cell15904
-12.22597314	-12.96387905	Fibs	cell15905
-12.1635275	-12.46803803	Fibs	cell15906
-4.614769945	-13.02120537	ECs	cell15907
-7.094914446	-10.27457661	ECs	cell15908
-5.228676329	-13.41996044	ECs	cell15909
-12.83956815	-10.33017582	Fibs	cell15910
-3.846191416	-13.80973858	ECs	cell15911
-4.074825774	-12.85918469	ECs	cell15912
-4.76996089	-13.49651856	ECs	cell15913
-4.403541575	-13.37021488	ECs	cell15914
-6.872101794	-11.03297943	ECs	cell15915
-5.092886935	-12.89259571	ECs	cell15916
-7.450898657	-12.41054291	ECs	cell15917
-6.969299803	-9.65776867	ECs	cell15918
-7.238836775	-9.915923539	ECs	cell15919
-4.981349955	-12.82561153	ECs	cell15920
-4.602349291	-12.68705601	ECs	cell15921
-12.19375897	-13.30418629	Fibs	cell15922
-4.817986975	-12.20381016	ECs	cell15923
-3.833714495	-13.30362267	ECs	cell15924
-8.203421126	-12.33623642	ECs	cell15925
-4.592012415	-13.0506739	ECs	cell15926
-6.874928007	-11.52133984	ECs	cell15927
-4.167668114	-13.05855412	ECs	cell15928
-5.216909895	-12.17170281	ECs	cell15929
-5.390605936	-12.17570728	ECs	cell15930
-12.48734952	-13.01574749	Fibs	cell15931
-5.650138865	-12.03286785	ECs	cell15932
-12.59349729	-13.20036549	Fibs	cell15933
-4.590454111	-12.9241919	ECs	cell15934
-12.23822309	-12.74397987	Fibs	cell15935
-3.945021878	-13.08292336	ECs	cell15936
-7.787114153	-10.90440601	ECs	cell15937
-4.598873625	-12.75200028	ECs	cell15938
-5.485732088	-12.5181908	ECs	cell15939
-12.35530187	-13.26954407	Fibs	cell15940
-12.01416493	-13.1055798	Fibs	cell15941
-4.566413412	-12.85188526	ECs	cell15942
-4.849422465	-12.95012039	ECs	cell15943
-7.796229849	-12.48319954	ECs	cell15944
-6.645512114	-10.25521893	ECs	cell15945
-3.964123974	-13.73002762	ECs	cell15946
-5.589857588	-12.30501122	ECs	cell15947
-3.725460539	-13.17946476	ECs	cell15948
-4.286324034	-12.789967	ECs	cell15949
-4.21269084	-13.65576214	ECs	cell15950
-12.57846643	-13.37255711	Fibs	cell15951
-4.361270676	-12.71961063	ECs	cell15952
-3.791402588	-13.5740456	ECs	cell15953
-7.860713015	-10.73596329	ECs	cell15954
-7.671294222	-9.972845498	ECs	cell15955
-6.651299963	-11.78668541	ECs	cell15956
-3.902623663	-12.9257645	ECs	cell15957
-7.95882989	-11.81115765	ECs	cell15958
-5.626927386	-12.41811127	ECs	cell15959
-12.03052426	-12.95159191	Fibs	cell15960
-5.313378344	-12.77687496	ECs	cell15961
-7.245898257	-11.15160793	ECs	cell15962
-5.08734704	-12.60069222	ECs	cell15963
-4.077801476	-13.39205212	ECs	cell15964
-5.549255381	-12.28158707	ECs	cell15965
-4.762465964	-13.15476841	ECs	cell15966
-12.52892018	-10.32876247	Fibs	cell15967
-7.792407999	-10.48036331	ECs	cell15968
-4.530517588	-12.8779406	ECs	cell15969
-7.499125967	-10.15032333	ECs	cell15970
-5.096248637	-12.83113331	ECs	cell15971
-12.98699952	-10.16744942	Fibs	cell15972
-7.738247404	-12.41628021	ECs	cell15973
-7.883264551	-12.08624977	ECs	cell15974
-4.348978052	-12.61416763	ECs	cell15975
-3.970572005	-13.19177765	ECs	cell15976
-8.015497694	-11.13063759	ECs	cell15977
-3.97378994	-13.54584736	ECs	cell15978
-4.919497977	-12.39562649	ECs	cell15979
-7.249272833	-11.8566441	ECs	cell15980
-6.881689082	-11.18358368	ECs	cell15981
-4.353538523	-12.82716412	ECs	cell15982
-5.614973078	-12.27672237	ECs	cell15983
-4.27605773	-12.83544106	ECs	cell15984
-7.458930025	-9.887546006	ECs	cell15985
-4.109135638	-13.51977486	ECs	cell15986
-4.659482489	-13.52939838	ECs	cell15987
-4.092953692	-13.43731636	ECs	cell15988
-4.051983843	-13.57500404	ECs	cell15989
-4.95763732	-12.51397938	ECs	cell15990
-7.955660353	-11.15570683	ECs	cell15991
-7.417216311	-12.46924824	ECs	cell15992
-3.857486019	-12.94806904	ECs	cell15993
-8.092409621	-12.53735203	ECs	cell15994
-7.104903708	-11.09541935	ECs	cell15995
-4.016978751	-13.03017277	ECs	cell15996
-5.012373457	-13.01264328	ECs	cell15997
-4.568225394	-13.48901123	ECs	cell15998
-4.315974722	-13.83297295	ECs	cell15999
-7.404399405	-9.971401635	ECs	cell16000
-4.980917464	-13.17598862	ECs	cell16001
-7.499125491	-12.36677116	ECs	cell16002
-7.251704703	-11.28908295	ECs	cell16003
-4.799230585	-13.19537872	ECs	cell16004
-4.673177729	-13.45950359	ECs	cell16005
-4.740863333	-12.95948738	ECs	cell16006
-7.018258581	-12.18699688	ECs	cell16007
-12.17118455	-12.59898037	Fibs	cell16008
-7.155723105	-9.423789444	ECs	cell16009
-4.57327653	-12.43167252	ECs	cell16010
-6.649359236	-11.77565426	ECs	cell16011
-7.59409667	-10.11242909	ECs	cell16012
-4.834852705	-12.52395767	ECs	cell16013
-12.28311444	-13.42564625	Fibs	cell16014
-4.389746676	-12.75419945	ECs	cell16015
-4.723742018	-12.37702602	ECs	cell16016
-6.649990092	-11.02641243	ECs	cell16017
-4.048626433	-12.99083656	ECs	cell16018
-4.295077334	-13.14567894	ECs	cell16019
-4.280605564	-12.76039928	ECs	cell16020
-7.134010325	-10.88447613	ECs	cell16021
-4.900060664	-13.08056969	ECs	cell16022
-5.079905043	-13.39650291	ECs	cell16023
-4.655819903	-12.96226162	ECs	cell16024
-4.641000758	-13.24962467	ECs	cell16025
-3.942973385	-13.02925152	ECs	cell16026
-4.400781641	-12.64533848	ECs	cell16027
-4.194614182	-13.12644524	ECs	cell16028
-3.902151594	-13.19830078	ECs	cell16029
-7.11170722	-9.411355439	ECs	cell16030
-7.974505434	-11.57571262	ECs	cell16031
-6.907452593	-11.74474377	ECs	cell16032
-4.287886153	-13.67182774	ECs	cell16033
-6.758355151	-10.0444836	ECs	cell16034
-3.938681612	-12.95686192	ECs	cell16035
-3.828618775	-13.5549683	ECs	cell16036
-4.441610346	-12.96666855	ECs	cell16037
-7.113353739	-9.543076935	ECs	cell16038
-4.472826491	-12.58103603	ECs	cell16039
-7.489285956	-12.17194599	ECs	cell16040
-3.817838679	-13.49111599	ECs	cell16041
-4.897686968	-13.09571308	ECs	cell16042
-6.88554431	-11.31705708	ECs	cell16043
-8.119011412	-12.46116203	ECs	cell16044
-12.13438703	-11.98839611	Fibs	cell16045
-8.122457037	-12.47680325	ECs	cell16046
-12.74683	-13.00221199	Fibs	cell16047
-8.064836035	-12.39377541	ECs	cell16048
-8.056550989	-12.18512768	ECs	cell16049
-7.590936671	-10.1164288	ECs	cell16050
-8.111255179	-12.11453003	ECs	cell16051
-7.293855677	-9.772825661	ECs	cell16052
-12.02421952	-11.34058708	Fibs	cell16053
-12.3631611	-10.21388763	Fibs	cell16054
-6.08663846	-0.340016524	Epithelials	cell16055
-12.01269532	-11.37549919	Fibs	cell16056
-12.73268319	-10.04636711	Fibs	cell16057
-7.971708784	-12.23580402	ECs	cell16058
-5.989762793	-0.218297175	Epithelials	cell16059
-8.270372877	-12.09690231	ECs	cell16060
-8.148000727	-12.18211121	ECs	cell16061
-5.970183382	-0.221273652	Epithelials	cell16062
-8.093712817	-11.9941811	ECs	cell16063
-8.170959959	-12.38891071	ECs	cell16064
-3.919804821	-13.49103207	ECs	cell16065
-7.460271368	-11.18914932	ECs	cell16066
-7.937305937	-11.30641121	ECs	cell16067
-4.343286763	-13.0780024	ECs	cell16068
-4.954722891	-12.9806704	ECs	cell16069
-7.010967264	-11.56798882	ECs	cell16070
-4.382432471	-12.93527645	ECs	cell16071
-4.847960482	-13.4101767	ECs	cell16072
-7.659012804	-11.05679649	ECs	cell16073
-7.759300242	-11.51746887	ECs	cell16074
-7.01452447	-10.04976315	ECs	cell16075
-12.05183221	-13.2376265	Fibs	cell16076
-6.873775492	-9.680701676	ECs	cell16077
-4.00447608	-13.72564835	ECs	cell16078
-4.278883229	-13.35250038	ECs	cell16079
-7.793501864	-11.31781811	ECs	cell16080
-4.720448981	-12.52834839	ECs	cell16081
-3.895331154	-13.52600903	ECs	cell16082
-4.427873621	-12.73948425	ECs	cell16083
-4.216410885	-13.48395008	ECs	cell16084
-3.738482247	-13.62713856	ECs	cell16085
-5.001693735	-12.56445641	ECs	cell16086
-12.66017533	-12.97744507	Fibs	cell16087
-7.153092871	-9.384691659	ECs	cell16088
-7.909101019	-11.66438812	ECs	cell16089
-7.534726153	-10.27559227	ECs	cell16090
-3.81678463	-13.38911861	ECs	cell16091
-7.986007223	-11.77386517	ECs	cell16092
-4.789672861	-12.42541069	ECs	cell16093
-5.349288473	-12.17039913	ECs	cell16094
-4.759861479	-12.2955584	ECs	cell16095
-4.226642142	-12.95926994	ECs	cell16096
-5.242879877	-12.48525662	ECs	cell16097
-7.292436133	-11.15417809	ECs	cell16098
-7.279178629	-11.30502171	ECs	cell16099
-5.222995768	-12.35442204	ECs	cell16100
-7.783562193	-10.63907475	ECs	cell16101
-3.963136683	-13.57481617	ECs	cell16102
-4.252271424	-13.2766394	ECs	cell16103
-3.692229758	-13.43043274	ECs	cell16104
-6.860419283	-11.57093472	ECs	cell16105
-7.252130041	-9.75192112	ECs	cell16106
-7.75019742	-12.06949181	ECs	cell16107
-12.61201001	-13.37882942	Fibs	cell16108
-4.328253041	-13.02875275	ECs	cell16109
-5.063466559	-12.88201088	ECs	cell16110
-7.242703448	-10.64599175	ECs	cell16111
-7.985132227	-11.80454392	ECs	cell16112
-6.75839139	-9.8472752	ECs	cell16113
-7.585366736	-11.31139416	ECs	cell16114
-12.62843133	-12.93108791	Fibs	cell16115
-5.480704317	-12.30907101	ECs	cell16116
-7.190448771	-9.962948266	ECs	cell16117
-13.01023389	-10.05107159	Fibs	cell16118
-7.47084857	-11.98261112	ECs	cell16119
-4.408657561	-12.90327877	ECs	cell16120
-7.184207449	-10.82477039	ECs	cell16121
-12.27001573	-13.13635105	Fibs	cell16122
-6.525290499	-11.76967567	ECs	cell16123
-7.692300806	-11.42725891	ECs	cell16124
-7.19191886	-11.17849773	ECs	cell16125
-3.857470284	-13.41746086	ECs	cell16126
-6.884195814	-9.964692536	ECs	cell16127
-7.284105788	-10.82227654	ECs	cell16128
-4.231515656	-12.71556992	ECs	cell16129
-7.485321055	-11.37938923	ECs	cell16130
-4.967432986	-12.49010033	ECs	cell16131
-4.791188727	-13.30819172	ECs	cell16132
-6.996535311	-9.37604374	ECs	cell16133
-4.897447596	-12.70089573	ECs	cell16134
-12.98430539	-10.16250938	Fibs	cell16135
-12.39079953	-12.37781662	Fibs	cell16136
-4.07450367	-13.16204208	ECs	cell16137
-4.941248904	-12.79296822	ECs	cell16138
-4.341187725	-12.95018333	ECs	cell16139
-4.387275706	-12.75044102	ECs	cell16140
-7.059212694	-9.606952134	ECs	cell16141
-7.783189307	-11.38457531	ECs	cell16142
-3.871156226	-13.37361569	ECs	cell16143
-6.639997969	-10.79452652	ECs	cell16144
-4.222191105	-13.50802559	ECs	cell16145
-4.804848681	-12.45712704	ECs	cell16146
-7.1207409	-10.45271153	ECs	cell16147
-4.217281828	-13.08508724	ECs	cell16148
-4.447510252	-12.80856937	ECs	cell16149
2.544176569	8.506216583	CD8s	cell16150
-5.429280291	-12.53817696	ECs	cell16151
-5.361104021	-12.33200687	ECs	cell16152
-7.171683321	-11.46236366	ECs	cell16153
-3.878913651	-13.53293652	ECs	cell16154
-4.361893902	-13.13298363	ECs	cell16155
-6.997630129	-10.10845036	ECs	cell16156
-7.124686251	-9.472958985	ECs	cell16157
-4.338845263	-12.81952995	ECs	cell16158
-5.17186738	-12.29960579	ECs	cell16159
-7.800184737	-10.64935917	ECs	cell16160
-7.057630549	-10.64598698	ECs	cell16161
-4.975039969	-12.92210716	ECs	cell16162
-6.857372771	-10.06246037	ECs	cell16163
-7.274882326	-11.14119095	ECs	cell16164
-4.549247275	-12.78349632	ECs	cell16165
-4.834885607	-12.40731377	ECs	cell16166
-6.647207747	-9.959224167	ECs	cell16167
-7.443101893	-11.8385672	ECs	cell16168
-6.865595827	-10.39879078	ECs	cell16169
-7.414102564	-11.40511841	ECs	cell16170
-4.208685885	-13.21941132	ECs	cell16171
-12.55207349	-12.61504597	Fibs	cell16172
-3.99512435	-13.60111946	ECs	cell16173
-7.152509222	-11.74136776	ECs	cell16174
-4.295776615	-12.95962471	ECs	cell16175
-7.896379958	-11.59248585	ECs	cell16176
-5.198548804	-12.41248077	ECs	cell16177
-6.806894312	-10.51935429	ECs	cell16178
-7.059047709	-10.17271847	ECs	cell16179
-4.789268027	-13.42864746	ECs	cell16180
