id	logFC	AveExpr	t	P.Value	adj.P.Val	B
SNAPIN	-0.744948705	5.5700618734827	-15.29844056	7.3449043661867e-06	5.47116781946251e-05	4.18723606598397
LOXL3	-1.155333223	1.01065045032937	-15.29505301	7.35402609304928e-06	5.47386369241927e-05	4.18581972382156
GPR37L1	0.58675925756987	0.381450337433903	15.2944423365372	7.35567187659084e-06	5.47386369241927e-05	4.18556436654912
RAB22A	0.437888170510698	3.08213384225999	15.290601797347	7.36603214237625e-06	5.47891123168976e-05	4.18395818398856
CKS2	-1.145489345	7.93803656925743	-15.28172004	7.3900571517458e-06	5.49379718574132e-05	4.18024212542384
CRLF3	0.992009364714503	3.65383599296691	15.2805534	7.39321971910731e-06	5.49379718574132e-05	4.17975384967319
MOGS	0.678330033756751	5.87744867319019	15.2603211486202	7.44831867717953e-06	5.53205628229896e-05	4.1712800979868
EPOR	1.45851668941843	2.68602544101925	15.2579147655853	7.45490398041644e-06	5.53426342511283e-05	4.17027149829345
SKIDA1	-0.671472112	0.437442177316329	-15.25624358	7.45948135170153e-06	5.53497853204016e-05	4.1695709525147
MEN1	-1.12113324	4.32955131309174	-15.25115133	7.47344933148814e-06	5.54265745819568e-05	4.16743585083127
TUFM	-0.880303275	7.932474727	-15.24426717	7.49238119472121e-06	5.5539527420584e-05	4.16454829745208
KDM1B	1.39638051528961	3.35266082375136	15.2429781613607	7.4959323002512e-06	5.5539527420584e-05	4.16400747701173
PEX2	0.730065609692143	2.76238797704907	15.2315340118773	7.52754640806408e-06	5.57467955703585e-05	4.15920393970126
ZBED8	1.38495235891717	1.89680203628991	15.2296778882759	7.53268859434121e-06	5.57579148488814e-05	4.15842451468034
NDEL1	0.730327484990335	4.24094668890033	15.2266378403247	7.54111960123637e-06	5.57933558903068e-05	4.15714772965568
POLR2H	-0.635155931	5.84498944870255	-15.22072654	7.55754514350999e-06	5.58878821211277e-05	4.15466432144187
ZNF768	1.18720161205875	5.11656393178183	15.2163862318336	7.56963210048186e-06	5.59502488508107e-05	4.15284029038907
BMPR2	0.576955554303421	1.56479958048141	15.2141110932461	7.57597698220641e-06	5.59701338555192e-05	4.15188394686155
F12	-0.835561092	1.63236014820688	-15.20711291	7.5955325164262e-06	5.60875508626168e-05	4.14894139636675
WDR47	1.20390946739648	3.21663074986878	15.2046302648721	7.6024841499309e-06	5.61118287981647e-05	4.14789718460481
KLF13	0.594543812806839	4.40305428389224	15.2019715050638	7.6099371859722e-06	5.61397822751273e-05	4.14677870863531
CDCA5	0.669351313605057	6.06649632272362	15.1897274984653	7.64437020472014e-06	5.63457439649836e-05	4.14162542306139
FAT4	-0.734613133	0.641491762056888	-15.18899408	7.64643852594383e-06	5.63457439649836e-05	4.14131660951854
ZNF852	0.756518142701083	2.01250485662057	15.188123915969	7.64889335313098e-06	5.63457439649836e-05	4.14095019573168
HDAC7	-0.609189657	5.04586229467872	-15.18597359	7.65496358718885e-06	5.63633496816333e-05	4.14004463789852
HDLBP	0.619716761944089	6.32762679992704	15.1838590664978	7.66093826924277e-06	5.6380235268358e-05	4.13915403012467
SLC66A3	1.04926815312191	1.72583613301659	15.1798368804955	7.67231820323254e-06	5.63876428804302e-05	4.13745960100183
LRP12	0.833880554512501	1.72345562086094	15.1796847710906	7.67274895327157e-06	5.63876428804302e-05	4.13739551295054
HS6ST2	-1.055255209	1.99216259426492	-15.17959952	7.67299038608009e-06	5.63876428804302e-05	4.13735959354434
GSDMB	0.951329974248818	1.07191360014191	15.1772273148439	7.6797120109263e-06	5.63925241204518e-05	4.13636002715219
EME2	-1.241628327	1.57621185627381	-15.17549431	7.68462682662216e-06	5.63925241204518e-05	4.13562969896709
ISG15	1.59395356758221	5.72831230939187	15.1754681194214	7.68470113218302e-06	5.63925241204518e-05	4.13561866092111
ZNF548	1.23125944365194	2.49262483306554	15.1722438378172	7.69385512986381e-06	5.64326586752224e-05	4.1342596497459
NT5DC2	-1.314786444	6.06214340859866	-15.17056828	7.69861722135521e-06	5.64405566036644e-05	4.13355329949879
PEX6	0.726480289622133	2.99817320894539	15.1674127697784	7.70759483458189e-06	5.64793372687185e-05	4.13222284890601
NFKBIL1	0.546024448052486	4.81482066894798	15.1655743763948	7.71283082682702e-06	5.64906762854403e-05	4.13144760318501
ZFPL1	1.05507402457185	5.22310910811257	15.1497561963341	7.758055653491e-06	5.67947525493378e-05	4.12477323068157
MRPL15	-1.078347229	5.05145569933052	-15.14251402	7.77886490551246e-06	5.69198834342682e-05	4.1217151191474
ALG2	0.838286465925715	3.83887921565045	15.1399027269276	7.78638408632697e-06	5.6947694499569e-05	4.12061210261493
UBE2M	-0.607395334	6.81917432960525	-15.13197631	7.80926024087848e-06	5.70426690271578e-05	4.11726280336574
AIP	1.16944697595604	6.28295300881949	15.1306984881356	7.81295547281065e-06	5.70426690271578e-05	4.11672269784605
MCTP1	1.39107902231773	3.04097665955064	15.1297993838269	7.8155567526884e-06	5.70426690271578e-05	4.11634263947096
CDKL5	0.810895466880461	1.4994114304555	15.1289670324351	7.81796580770333e-06	5.70426690271578e-05	4.11599077794051
CCAR2	-0.70422416	5.45009570171486	-15.1284685	7.81940912362262e-06	5.70426690271578e-05	4.11578002178245
GRIPAP1	0.779730600262972	4.39634750836387	15.1276713524052	7.82171759432134e-06	5.70426690271578e-05	4.11544301406869
TMEM101	1.27684388494305	4.52867460641146	15.1243942630199	7.83121618683101e-06	5.70584556085125e-05	4.11405737683916
MCAT	-1.40311709	3.5331836437061	-15.12326058	7.83450528014849e-06	5.70584556085125e-05	4.11357795870064
ZFTA	-0.747445821	1.90051920642547	-15.1230697	7.83505923243237e-06	5.70584556085125e-05	4.11349723428773
GUSB	0.799294174064835	5.65271589907263	15.1210419983962	7.84094665175768e-06	5.70712417281771e-05	4.11263964295479
FANCB	0.501941304474983	3.19558369494199	15.1198988812136	7.84426796198582e-06	5.70712417281771e-05	4.1121561259853
B2M	0.831865798918946	9.49332963976144	15.1142623424727	7.86066894999505e-06	5.71634116662746e-05	4.10977144205928
PCID2	-0.58359489	5.47476213710489	-15.11278675	7.86496921205948e-06	5.71675384350693e-05	4.10914700621925
RNF8	-0.877590271	4.84329847161883	-15.10952511	7.87448422521644e-06	5.72049240933274e-05	4.10776654618176
CHPF	1.24943135774036	4.49111625575071	15.1084638563704	7.87758308278338e-06	5.72049240933274e-05	4.10731731414178
EPAS1	0.832964762040935	5.80190147787282	15.1064172603371	7.88356315795507e-06	5.72212178976691e-05	4.10645089625189
ZMIZ2	0.62329367638356	4.00678569245662	15.0996030555815	7.90351235135252e-06	5.73292533059245e-05	4.10356528513895
AFDN	1.00449480226605	2.70445900497026	15.0987771607465	7.90593424630183e-06	5.73292533059245e-05	4.10321545503274
PCNX1	0.990441883474752	2.35782586600865	15.0972300200157	7.9104734975716e-06	5.73350220611969e-05	4.10256007023175
RETREG2	0.642095457650087	4.09689125706253	15.0952058992693	7.91641679865261e-06	5.73489755262571e-05	4.1017025303933
PLEKHA7	-0.689933874	3.21747322927181	-15.09402456	7.91988790323432e-06	5.73489755262571e-05	4.10120199136937
EDEM3	1.04567534892281	3.47171411781829	15.0889900256975	7.93470079434887e-06	5.74290844354692e-05	4.09906839223949
RNF24	0.866218923795069	2.50013635181551	15.0841798552772	7.94888385703044e-06	5.7480128759027e-05	4.09702921290406
TAF12	2.14027352582931	3.8839222229061	15.0840525162686	7.94925972651774e-06	5.7480128759027e-05	4.09697522114851
HSPB11	-0.700167856	6.4814493720752	-15.07971676	7.96207009993741e-06	5.75455892310248e-05	4.09513658880233
TRMT1	-1.046330625	5.50667377843999	-15.07822221	7.96649148875221e-06	5.75503854482265e-05	4.09450268234434
UBXN1	0.899268973679358	6.88512508351804	15.0694588294541	7.99247444348692e-06	5.77108656775117e-05	4.09078447685406
RTN2	1.76298151991057	1.7755964583242	15.0518321497969	8.04503774012242e-06	5.80630315692624e-05	4.08329912362882
BPGM	0.782367973461709	4.14248309035327	15.0499205416372	8.0507625064505e-06	5.80769796449785e-05	4.08248681299472
ZNRF2	0.885513989646395	3.54127266970977	15.0443852664435	8.06736612966367e-06	5.81609150678092e-05	4.08013409527925
CSNK2A2	0.589878738102031	4.51630624685801	15.0435107115905	8.06999311257555e-06	5.81609150678092e-05	4.07976229469941
ASCC1	-0.429067482	3.99230308777667	-15.03939082	8.08238190493096e-06	5.82228028570167e-05	4.07801050908412
TIMM50	-0.812741003	6.12002334070482	-15.03690842	8.08985740488176e-06	5.82492553623715e-05	4.07695475595952
JPH2	-0.949138912	1.16791732939603	-15.02777765	8.11742352870735e-06	5.8420273187102e-05	4.07306998686294
DBF4	-0.792218551	3.82601164119645	-15.02522544	8.12514838334253e-06	5.84484018275673e-05	4.07198370675954
SLC11A2	0.92588344268366	5.06897602442213	15.0231514709499	8.13143208646269e-06	5.84661419737916e-05	4.07110083924454
PHF23	-1.24926611	4.4682183954321	-15.01833575	8.14604469711551e-06	5.85428420829445e-05	4.06905036631127
GLB1L2	-1.027923162	3.08797105505197	-15.017118	8.1497446503975e-06	5.85428420829445e-05	4.06853176015683
RRP9	-1.334343541	4.75220660700286	-15.01339689	8.16106289580538e-06	5.85966611576462e-05	4.06694678120537
ANKRD10	0.875900413629503	5.07774100481136	15.0001629802375	8.20146495736895e-06	5.88591545558133e-05	4.06130671796707
BAZ1A	-0.717401936	3.82749563881775	-14.99754007	8.20950027340893e-06	5.88892256146407e-05	4.06018828915865
ZMYND8	-1.115633279	2.60781287288845	-14.99535811	8.21619176979836e-06	5.8909633405647e-05	4.05925773436935
NBDY	0.471364216286046	4.6995988282664	14.9910030420621	8.22956668574624e-06	5.89779194160991e-05	4.05740000041113
TTC1	-0.78997284	5.59826605089099	-14.98868454	8.23669748062718e-06	5.90014134311531e-05	4.05641077979206
SGTB	1.32616861270452	2.24894364719714	14.9784223578204	8.26834687453893e-06	5.91332096608889e-05	4.05203044773795
SIRT4	1.38754772568361	1.15065804204964	14.9774859208571	8.27124200488697e-06	5.91332096608889e-05	4.05163058778007
HMG20B	0.840060530364073	7.89809080288078	14.9754394200213	8.27757319067762e-06	5.91332096608889e-05	4.05075664206527
DRG1	-0.539363999	5.94855456680558	-14.97542983	8.27760286453554e-06	5.91332096608889e-05	4.05075254750072
TGS1	-0.742498164	3.54812815780603	-14.9750994	8.2786256496513e-06	5.91332096608889e-05	4.05061142680636
IFI27L2	2.0915887870217	4.65909710302375	14.9737327721447	8.28285732498187e-06	5.91332096608889e-05	4.05002773733672
RNF182	-1.859925764	4.25347598532943	-14.9734727	8.28366292246566e-06	5.91332096608889e-05	4.04991665205774
SASH1	1.12594245088399	2.13338508771161	14.9727230477105	8.28598549998483e-06	5.91332096608889e-05	4.04959644770207
PSMC6	-1.024667715	5.77603524586369	-14.96940705	8.29626835667831e-06	5.91790171786345e-05	4.04817986146577
TRIM4	1.55778211109022	2.45257873116486	14.9665071666335	8.30527309631571e-06	5.92156692132566e-05	4.04694078176667
SH2D4A	-1.135905736	4.13488279914774	-14.96072825	8.32325197218087e-06	5.93162419515822e-05	4.0444708178361
TCIRG1	1.02881094497478	5.55539149179751	14.9480684749438	8.36279752514695e-06	5.95485784980877e-05	4.03905657683773
CREBRF	1.6993800414478	1.88596519057307	14.947802750178	8.36362992813495e-06	5.95485784980877e-05	4.03894288460538
SLC5A6	-1.455028161	3.78221813064776	-14.9402713	8.38726317289688e-06	5.96890964186411e-05	4.03571965920755
LMAN1	1.03905167922426	6.54330153746268	14.9385097950698	8.39280192882756e-06	5.97007717324636e-05	4.03496555885764
SARS1	0.869905483601023	7.19021184417784	14.9365335184601	8.39902111406621e-06	5.97172740770306e-05	4.03411940677091
TMEM265	1.29261399847968	2.82007066540876	14.9303467673884	8.41852524223284e-06	5.98281735892325e-05	4.03146979813457
NAB1	0.801664035416116	4.37871419228826	14.9169423701636	8.46096567165244e-06	6.01018966889412e-05	4.02572531940774
PTEN	0.753905165335371	3.42892931454091	14.9097019642051	8.48399411758589e-06	6.02127561246535e-05	4.02262028861365
LARP4B	-0.522198931	3.91214854197217	-14.90956345	8.48443537166192e-06	6.02127561246535e-05	4.02256087403509
GAGE2A	-1.161848966	6.10003290575766	-14.90604205	8.49566256752007e-06	6.02577567950166e-05	4.02105017036793
PCF11	-1.38251299	2.74093995960453	-14.90510739	8.49864542456649e-06	6.02577567950166e-05	4.02064913773153
CAV1	-1.049877984	4.05438065355214	-14.90191205	8.5088523030721e-06	6.02786919011492e-05	4.01927792200825
CFAP298	-0.787415546	4.42782983650337	-14.90171884	8.50946992427584e-06	6.02786919011492e-05	4.01919500174452
DNAJB11	0.585353895010207	6.08372105726871	14.8942396519591	8.5334188681631e-06	6.04153004218331e-05	4.01598427597959
PLA2G4C	0.747038948189689	0.611243281781942	14.8932341825258	8.53664447357799e-06	6.04153004218331e-05	4.01555251746184
HSD11B2	-1.385608529	2.47290203873845	-14.88232616	8.57172997450778e-06	6.06355864016566e-05	4.01086663483488
RAB5A	0.968505424971746	5.46240616388623	14.8783669175213	8.58450655055607e-06	6.06979306656354e-05	4.00916497320205
LHX4	-1.260293081	1.63086524672057	-14.86744151	8.61987895305114e-06	6.0919910551905e-05	4.00446694650571
FAM171B	0.488035081129036	0.526875496960008	14.8640994681217	8.63073332539642e-06	6.09684874900582e-05	4.00302914752872
ONECUT2	0.647148874642403	2.56538875386381	14.8561483841901	8.65662141902462e-06	6.11231706004436e-05	3.99960717565205
PGLS	1.05812810628018	6.30232129610851	14.850220375226	8.67598171189652e-06	6.11926326404991e-05	3.99705470304156
GOLM2	0.753471880486696	3.88132098267154	14.8494519716863	8.67849495173811e-06	6.11926326404991e-05	3.99672377074807
INCA1	-0.532166071	0.266083035644108	-14.84888948	8.68033524157914e-06	6.11926326404991e-05	3.99648150986676
PRKAA2	1.18063192280256	3.46778888377589	14.8481580488702	8.68272894919902e-06	6.11926326404991e-05	3.99616647181365
PSMG1	-0.953476995	6.03438879324851	-14.84702545	8.68643704606236e-06	6.11926326404991e-05	3.99567861599228
MAPRE3	1.03020021862322	2.70758451268869	14.8405472852555	8.70768203125913e-06	6.12743253606368e-05	3.99288749875335
GPCPD1	1.40239769624021	3.36690059415675	14.839469444368	8.71122268471434e-06	6.12743253606368e-05	3.99242299320259
BRD2	-1.004281992	5.71759879693474	-14.83883059	8.71332209720703e-06	6.12743253606368e-05	3.99214765550659
TAMM41	-1.997153034	3.13440863967529	-14.838613	8.71403725990642e-06	6.12743253606368e-05	3.99205387704391
ZNF678	1.35684191763401	1.77380059714156	14.8303851254186	8.74113128431825e-06	6.14080941186925e-05	3.9885066855321
ZNF684	0.844995693313424	2.1990128953814	14.8303655521378	8.74119585574496e-06	6.14080941186925e-05	3.98849824478646
DCP1A	0.885181701966848	3.71866922343629	14.8290847003754	8.74542254587092e-06	6.14080941186925e-05	3.98794586850199
C1RL	1.82928655852771	2.6808744468703	14.8279709794803	8.74909966483755e-06	6.14080941186925e-05	3.98746552994331
PLEKHH2	0.884834477991411	0.758446061882962	14.8159885500818	8.78877620053847e-06	6.16583176872408e-05	3.98229533342409
B3GNT2	0.715467974409306	2.98399523943691	14.8101656430406	8.80813320246059e-06	6.17658241738479e-05	3.97978135297394
SMOC1	1.05230454843107	6.57562771272729	14.8035016295759	8.83034756333548e-06	6.18932599233331e-05	3.97690302526443
WDHD1	0.555038024802082	3.44604463694717	14.80055988	8.8401746862018e-06	6.19337947480241e-05	3.9756320121029
CROT	-0.826999984	2.14999099781499	-14.79695546	8.85223297565515e-06	6.19899167911105e-05	3.97407434130382
PGAP6	0.904894324445783	3.96783870559173	14.7910694360347	8.8719656163779e-06	6.2099704485753e-05	3.97152984870248
SEC63	0.567448711262727	5.09421264443454	14.7864186564807	8.88759357446698e-06	6.21806740945463e-05	3.96951863250574
ZNF333	1.89027771958613	1.77261315856405	14.7840676697354	8.89550582960105e-06	6.22076126850868e-05	3.96850171540977
WDTC1	0.905124406172255	3.60496255725479	14.7826249248372	8.90036547653344e-06	6.22131890794658e-05	3.96787757775048
IMPACT	-0.564160246	2.93040779223449	-14.78013564	8.90875751428501e-06	6.2225773362777e-05	3.96680056177102
LOC112694756	-1.532061531	6.28262404045217	-14.7796808	8.91029193500293e-06	6.2225773362777e-05	3.96660374646715
HNRNPL	-0.782819795	7.59780344811802	-14.77369506	8.93051350142352e-06	6.23217433981083e-05	3.96401312931007
R3HDM2	1.87885876398607	2.60600376743587	14.7732045917075	8.93217282134167e-06	6.23217433981083e-05	3.96380080982101
BRMS1	-1.063367194	5.97414386152763	-14.76603402	8.95647315792573e-06	6.24628353431842e-05	3.96069592085696
ARMC7	-1.85987363	2.1843442664159	-14.76278632	8.96750475593293e-06	6.24850103526492e-05	3.9592891571301
ARL4D	1.67322339674097	4.14811736156404	14.7626957047229	8.96781278192118e-06	6.24850103526492e-05	3.95924990191873
TP53	0.871728594314815	3.45869369983021	14.7548761053633	8.9944403174542e-06	6.26420434114648e-05	3.9558615061357
REV3L	-0.568571037	1.759062716	-14.75206445	9.00403726304821e-06	6.2680377583447e-05	3.95464272095487
PHKA2	-0.694078605	3.36901048890848	-14.75077126	9.00845532179367e-06	6.26826411873103e-05	3.95408207339151
SAFB	-0.531286657	5.62389511708111	-14.74414508	9.03113275974486e-06	6.27742244680348e-05	3.95120861785864
C2orf68	1.27961826879738	4.46083720220693	14.7435130619451	9.033299263376e-06	6.27742244680348e-05	3.95093447544771
PSMC3	-1.063376039	8.16864444202448	-14.7433338	9.03391385749583e-06	6.27742244680348e-05	3.9508567185684
PEMT	-0.86424606	5.12761045924395	-14.73950816	9.04704190359901e-06	6.28369373032285e-05	3.94919704487444
SHROOM1	-0.729556538	2.69568947970779	-14.73695474	9.05581664675606e-06	6.28509250482309e-05	3.94808905719056
POFUT2	1.23949975593303	3.37897434934714	14.7365339650541	9.05726357045025e-06	6.28509250482309e-05	3.94790645638202
PSD3	0.644479211700954	1.60612517451004	14.7301741470977	9.07916628167158e-06	6.29743802553443e-05	3.94514588096429
ODF2	0.70679158963423	5.08366836825287	14.7273456534808	9.08892730865336e-06	6.30135453743894e-05	3.94391774944621
CLUAP1	-0.780546718	2.8579270987864	-14.72166258	9.10857655361204e-06	6.31211990581757e-05	3.94144944996985
ANXA8L1	-1.217701776	1.7460132178993	-14.70873185	9.1534701930903e-06	6.34036164663853e-05	3.93582978139166
GAA	1.1919415526652	3.57223297380306	14.707456090292	9.15791347262158e-06	6.3405716470705e-05	3.93527507240272
GLRX	1.23218389500015	5.2409687080996	14.7048163266754	9.16711539146737e-06	6.3440746597525e-05	3.934127134
EIF3E	0.611654938557752	7.46361157712633	14.7010782018799	9.18016459803024e-06	6.35023580934206e-05	3.93250120597489
ALPK1	0.774572041496402	0.493424416454369	14.698597852583	9.18883511007883e-06	6.35336386956467e-05	3.93142213109846
CIR1	0.844420688718744	3.44954876562026	14.6951160888959	9.20102242831429e-06	6.35891960693291e-05	3.92990708579106
UBC	0.916205716647884	9.67109011950828	14.6841041230604	9.23969269250719e-06	6.38276470842344e-05	3.92511301774218
YY2	-1.02670673	1.87363863418673	-14.68046674	9.25250771036098e-06	6.38873559892598e-05	3.9235286960767
SGMS1	0.53316635527663	3.72764324318128	14.6791035342728	9.25731585266832e-06	6.38917495644954e-05	3.92293482714221
PTPN1	0.510189766518239	4.78484821164636	14.6753061327942	9.27072501078247e-06	6.39554745676277e-05	3.92128023620908
ABI2	0.843178021828661	3.56604658433773	14.6730831872407	9.27858509510635e-06	6.39808783122709e-05	3.92031146436759
ASAP3	1.37735472410082	1.5890975990184	14.6693641419547	9.29175267077913e-06	6.40428407529173e-05	3.91869035778601
HDGFL3	-0.594816378	2.55052672293366	-14.66757617	9.29809093059811e-06	6.40576979766577e-05	3.91791084547061
BBC3	2.73359697760974	3.23832034460392	14.6656093088718	9.30506915477185e-06	6.40693022937085e-05	3.91705323702759
CHP1	0.925440011083029	4.84697492469073	14.6626330219971	9.31564040668976e-06	6.40693022937085e-05	3.91575526917837
RAB13	0.734386313001385	6.98032603727741	14.6624528866664	9.31628066706724e-06	6.40693022937085e-05	3.9156767032028
RRP7A	-1.167300619	4.51788558451278	-14.6613635	9.32015379804478e-06	6.40693022937085e-05	3.91520154786288
LRPPRC	-0.584734922	6.65295586901642	-14.66121203	9.3206924916998e-06	6.40693022937085e-05	3.91513547650946
TMTC1	1.00887524772368	4.42109008850343	14.6530891177993	9.34963364273657e-06	6.42394074645628e-05	3.91159137630384
UPK3BL1	1.24926036468659	3.39355088517597	14.6480425916989	9.36766691716011e-06	6.43344479086579e-05	3.90938854689285
DOCK10	-0.592022605	0.662492415393296	-14.64674904	9.37229587127993e-06	6.43373873907002e-05	3.90882378267274
SLF2	0.629857113247066	2.87027226617766	14.6418575812085	9.38982401930972e-06	6.44056795753093e-05	3.90668773552544
FAM162A	-0.4758882	4.43482094007755	-14.64162593	9.39065507617797e-06	6.44056795753093e-05	3.90658655810245
BRWD1	0.630992422396958	2.87669622838193	14.6393912670574	9.39867641775447e-06	6.44318394529587e-05	3.90561045280913
ZSCAN5A	-1.369505052	1.37613615426408	-14.63791224	9.40398981936328e-06	6.44394201716101e-05	3.9049643281467
C6orf226	1.83632943104704	2.78629278546266	14.6311974737868	9.42815681917644e-06	6.45761277664075e-05	3.90203011962885
GK5	1.0490165748504	3.27246362922591	14.6262747598714	9.44592027690268e-06	6.46638077831305e-05	3.89987814851394
CLPP	-0.569630814	4.59543131366138	-14.62531097	9.44940266527235e-06	6.46638077831305e-05	3.89945674242514
CD101	-0.815270296	0.561679119280098	-14.61726233	9.47854298480467e-06	6.48342500278176e-05	3.89593648619258
TRMT10B	1.11383254663887	2.37385514009966	14.6151511207943	9.48620407179346e-06	6.48576854283557e-05	3.89501278328595
U2AF2	-1.216513575	6.99424286462131	-14.61338821	9.492606822063e-06	6.48725004372578e-05	3.89424136708356
STK11IP	-1.20436893	1.90404511772984	-14.60869105	9.50969126439561e-06	6.49602683827916e-05	3.89218552531059
IFI6	1.51396178764294	5.18531645548871	14.6074169500784	9.51433159755773e-06	6.49629908232709e-05	3.891627768
PARP16	-0.611494447	2.75947466398643	-14.60443956	9.52518574429999e-06	6.50081192842934e-05	3.89032417955105
AP5Z1	-0.715095733	2.55472534799897	-14.58972808	9.57903004886998e-06	6.53464789302645e-05	3.88387918396158
ECI2	-0.909905268	6.01494711852351	-14.58467246	9.5976159503263e-06	6.54173336721062e-05	3.88166285935421
PREP	-0.740394565	3.63424295362702	-14.58457913	9.59795943592704e-06	6.54173336721062e-05	3.88162193963873
SIGIRR	0.545239950614743	3.38567713624045	14.5832449234847	9.60287160083359e-06	6.54216986506968e-05	3.88103690855194
RFXANK	-0.518328172	5.91144191346442	-14.57917456	9.61787569009863e-06	6.54947826562296e-05	3.87925178377873
AP5M1	-0.962158983	1.19704450996372	-14.57440545	9.6354904355007e-06	6.55855715643081e-05	3.87715957990383
NYAP2	-0.782824068	1.68915017997153	-14.57092074	9.64838510045363e-06	6.5644166065503e-05	3.87563041362879
PCED1B	1.98043951413622	1.40194741044771	14.5614879674506	9.68339120278707e-06	6.58530800491492e-05	3.87148928457718
PRDX6	-0.851197879	8.43880246222485	-14.55784783	9.69693990852519e-06	6.591594971108e-05	3.86989049814518
POLD2	-0.684534746	7.41453770836176	-14.55519891	9.70681323764786e-06	6.59252611756164e-05	3.86872681359346
STX11	1.5944061099828	1.14538338981366	14.5551705616147	9.7069189651332e-06	6.59252611756164e-05	3.86871435876486
BAZ1B	-0.58762814	5.05820608176341	-14.54755079	9.73538619159577e-06	6.60892905692772e-05	3.86536577655752
PSMD8	-0.547481088	7.40768660111052	-14.54422446	9.74784387178208e-06	6.61445409376795e-05	3.86390344524955
RBBP7	-0.507771376	7.4251410880063	-14.54006833	9.7634355772375e-06	6.62209990546467e-05	3.86207584279273
TRIM38	1.27056946984652	3.46699090590571	14.5369459395106	9.77516840018238e-06	6.62635557698214e-05	3.86070247469035
SPIN4	0.827544013949583	2.56343070349317	14.5360964224316	9.77836343713983e-06	6.62635557698214e-05	3.86032876801258
NUCB1	1.15880672510481	6.65952827368254	14.5325981850755	9.7915332098348e-06	6.63234547141176e-05	3.85878964804906
GNGT2	-0.948342772	0.511181823237838	-14.52408591	9.82366610471506e-06	6.65116915975734e-05	3.85504296448488
UTP15	-0.989049651	2.98302906817834	-14.51742107	9.84891130018888e-06	6.66531491658828e-05	3.85210791215233
S100A2	-2.191474103	4.05401595004028	-14.50407137	9.89970632133621e-06	6.69673155085088e-05	3.84622496541457
NOC2L	-0.774883078	6.2830519074055	-14.50188323	9.90806135163959e-06	6.69942426491657e-05	3.84526017970961
SUPT6H	-0.752658464	4.3412420497696	-14.48925138	9.95645537200071e-06	6.72917537608962e-05	3.83968779225278
DENND2B	-1.494350486	1.69927276014513	-14.48791336	9.96159764875073e-06	6.72968098767611e-05	3.83909726052067
TMEM170A	0.954858855963764	3.18712964423718	14.4795866869186	9.99366876330586e-06	6.74837024294662e-05	3.8354210782164
BRCA1	0.86579587302201	3.68624184930434	14.4751307995728	1.00108807542539e-05	6.75701360737762e-05	3.83345296616363
YARS1	1.06063986256353	7.36463382404797	14.4725452871295	1.0020883858347e-05	6.76078573967329e-05	3.83231070087081
RHOB	-1.074646549	6.17615786016108	-14.45882616	1.00741580376158e-05	6.79336739822998e-05	3.82624627831127
ELOVL5	0.539729221201495	7.00072072808297	14.457827711692	1.00780481415465e-05	6.79336739822998e-05	3.8258047002258
ZNF445	0.661069690747198	1.81654220303962	14.4555708835382	1.00868475643277e-05	6.79630754279274e-05	3.82480647401216
LSM5	-0.695362349	4.96666951650301	-14.45280484	1.00976447135151e-05	6.80059053594913e-05	3.82358280239145
HEXA	0.572064642358272	4.29938509284873	14.4506652252945	1.01060058749089e-05	6.80322988897713e-05	3.82263610076104
NUP93	-0.700796733	5.68302087124246	-14.44707952	1.01200362642923e-05	6.80968169541458e-05	3.82104924132397
GSTM1	-0.919819323	6.65445469081664	-14.44499181	1.01282156979424e-05	6.81219250829986e-05	3.82012514233764
MEIS3	1.94423170669787	2.0253755204626	14.438234088022	1.0154744851502e-05	6.82665799022966e-05	3.81713301511836
EDN1	-2.121304792	2.30091448774761	-14.43724422	1.01586376491893e-05	6.82665799022966e-05	3.81669461393486
CSTF2	-0.811157044	4.7398993140898	-14.42959581	1.01887751763233e-05	6.84390753620139e-05	3.81330620571811
TNFRSF10B	1.63115004780733	5.90019634610071	14.4266391838902	1.02004533733786e-05	6.84874806722023e-05	3.81199588377778
DCAF12	0.475899378387539	4.60897187640467	14.4240403873375	1.02107311582163e-05	6.85264450868022e-05	3.81084392368165
PHETA1	1.19225185005696	2.70076907368801	14.4176757081533	1.02359535891983e-05	6.86068868679432e-05	3.8080218042512
MRGPRF	-1.249084083	0.802466253447399	-14.41763047	1.02361331331515e-05	6.86068868679432e-05	3.80800173997945
TGIF2	-0.858215913	3.61118761455056	-14.41762458	1.02361564801339e-05	6.86068868679432e-05	3.8079991309493
ZBTB25	1.41860760150354	2.59254307526977	14.4164652054422	1.02407589112555e-05	6.8607708978949e-05	3.80748492371376
VIM	0.845666669780833	8.49787090844702	14.414115144726	1.02500954684815e-05	6.86402326627871e-05	3.80644250040704
RAB8A	-0.861964346	5.24471460481714	-14.41086677	1.02630173470695e-05	6.86967266915951e-05	3.8050013321873
ANKRD36C	0.731255974403659	1.01555811836224	14.4069888196393	1.02784686279163e-05	6.87700948171857e-05	3.80328042580765
EEF1E1	-0.841899635	6.07103448391047	-14.40404273	1.02902252086381e-05	6.87985372015853e-05	3.80197274205496
ATP6V0E1	-0.497301091	7.03884798315603	-14.40367241	1.02917041285558e-05	6.87985372015853e-05	3.8018083469805
C1orf35	-0.726443777	4.53781427625842	-14.40237355	1.02968931627777e-05	6.88031931884556e-05	3.80123172532708
