UMAP_1	UMAP_2	CellType_final	RRM2_Group	cell_id
-7.858965407	-12.24979252	ECs	RRM2high	cell9673
-7.192413817	-9.610419694	ECs	RRM2high	cell9674
-12.61787511	-12.95213932	Fibs	RRM2high	cell9675
-7.393110285	-12.49928803	ECs	RRM2high	cell9676
-7.821113119	-10.72996849	ECs	RRM2high	cell9677
-12.64201642	-12.99305195	Fibs	RRM2high	cell9678
-8.189595709	-11.85752148	ECs	RRM2high	cell9679
-7.707392702	-12.3755402	ECs	RRM2high	cell9680
-8.761658678	-11.75422424	ECs	RRM2high	cell9681
-6.660729895	-9.80122799	ECs	RRM2high	cell9682
-6.994357119	-10.87022919	ECs	RRM2high	cell9683
-6.861656199	-10.13172764	ECs	RRM2high	cell9684
-11.95747853	-11.53117985	Fibs	RRM2high	cell9685
-8.112287531	-12.08263725	ECs	RRM2high	cell9686
-12.01339723	-11.24993462	Fibs	RRM2high	cell9687
-12.11463643	-11.69180817	Fibs	RRM2high	cell9688
-12.61076737	-12.89179939	Fibs	RRM2high	cell9689
-7.106100569	-9.477030221	ECs	RRM2high	cell9690
-12.18719579	-12.5102219	Fibs	RRM2high	cell9691
-12.52766992	-12.84709686	Fibs	RRM2high	cell9692
-6.725043784	-9.807376328	ECs	RRM2high	cell9693
-7.013079176	-9.456832352	ECs	RRM2high	cell9694
-12.48762227	-13.18824333	Fibs	RRM2high	cell9695
-7.287954817	-12.24380249	ECs	RRM2high	cell9696
-12.56508065	-10.42909283	Fibs	RRM2high	cell9697
-12.58321382	-12.94250816	Fibs	RRM2high	cell9698
-12.09909535	-11.65698952	Fibs	RRM2high	cell9699
-13.02225019	-9.673239174	Fibs	RRM2high	cell9700
-7.032090197	-9.986597481	ECs	RRM2high	cell9701
-12.51795484	-13.14151329	Fibs	RRM2high	cell9702
-12.6037016	-12.77807659	Fibs	RRM2high	cell9703
-7.480802069	-12.33691925	ECs	RRM2high	cell9704
-12.24062253	-12.07150883	Fibs	RRM2high	cell9705
-12.60630322	-13.12031406	Fibs	RRM2high	cell9706
-12.3454609	-11.92687363	Fibs	RRM2high	cell9707
-12.32093049	-12.2066893	Fibs	RRM2high	cell9708
-12.40209485	-12.96270508	Fibs	RRM2high	cell9709
-12.27047254	-12.0462355	Fibs	RRM2high	cell9710
-12.18953992	-13.35030598	Fibs	RRM2high	cell9711
-12.3197384	-11.88031429	Fibs	RRM2high	cell9712
-7.524451742	-11.77286667	ECs	RRM2high	cell9713
-7.004069338	-10.04412216	ECs	RRM2high	cell9714
-7.136458407	-12.50048393	ECs	RRM2high	cell9715
-7.74872304	-12.58815331	ECs	RRM2high	cell9716
-12.64949227	-12.95301193	Fibs	RRM2high	cell9717
-12.63560678	-12.73489422	Fibs	RRM2high	cell9718
-11.98448945	-11.71596474	Fibs	RRM2high	cell9719
-7.324147234	-12.40074009	ECs	RRM2high	cell9720
-3.820685873	-13.29591412	ECs	RRM2high	cell9721
-12.62575341	-10.2094273	Fibs	RRM2high	cell9722
-6.715229998	-9.687632027	ECs	RRM2high	cell9723
-12.59200765	-12.55708927	Fibs	RRM2high	cell9724
-12.62559415	-11.05414814	Fibs	RRM2high	cell9725
-12.32391263	-11.9921307	Fibs	RRM2high	cell9726
-6.703350554	-9.870663109	ECs	RRM2high	cell9727
-12.83672238	-9.901573601	Fibs	RRM2high	cell9728
-7.157868872	-11.62763638	ECs	RRM2high	cell9729
-12.50837327	-13.37026257	Fibs	RRM2high	cell9730
-12.53607083	-13.11430306	Fibs	RRM2high	cell9731
-12.04930688	-11.84182114	Fibs	RRM2high	cell9732
-12.21588708	-13.02055782	Fibs	RRM2high	cell9733
-6.910880576	-9.658152047	ECs	RRM2high	cell9734
-8.05581666	-12.10552067	ECs	RRM2high	cell9735
-6.803011904	-9.617695275	ECs	RRM2high	cell9736
-7.800807486	-12.54364533	ECs	RRM2high	cell9737
-7.10813428	-9.447200242	ECs	RRM2high	cell9738
-12.5360222	-13.08586926	Fibs	RRM2high	cell9739
-7.5690446	-11.00587696	ECs	RRM2high	cell9740
-7.166247378	-9.615169945	ECs	RRM2high	cell9741
-7.09550191	-10.88499302	ECs	RRM2high	cell9742
-12.01124002	-11.31519932	Fibs	RRM2high	cell9743
-8.025599966	-11.72458595	ECs	RRM2high	cell9744
-12.21134282	-12.04136128	Fibs	RRM2high	cell9745
-12.04651929	-12.67589516	Fibs	RRM2high	cell9746
-12.09586335	-11.08566135	Fibs	RRM2high	cell9747
-12.45555688	-13.08194679	Fibs	RRM2high	cell9748
-7.725175391	-10.79677338	ECs	RRM2high	cell9749
-12.25805474	-11.15818829	Fibs	RRM2high	cell9750
-7.108346472	-10.91204208	ECs	RRM2high	cell9751
-12.2969103	-12.02532143	Fibs	RRM2high	cell9752
-7.659682761	-10.89515537	ECs	RRM2high	cell9753
-7.856841574	-12.20214695	ECs	RRM2high	cell9754
-12.05120374	-11.3745274	Fibs	RRM2high	cell9755
-12.37619592	-12.16416019	Fibs	RRM2high	cell9756
-12.102664	-11.73913807	Fibs	RRM2high	cell9757
-6.623410712	-10.33519596	ECs	RRM2high	cell9758
-8.709816943	-11.79468388	ECs	RRM2high	cell9759
-12.39329434	-13.26199955	Fibs	RRM2high	cell9760
-7.07174016	-9.50901455	ECs	RRM2high	cell9761
-7.998172293	-12.03959412	ECs	RRM2high	cell9762
-12.1557026	-13.25713677	Fibs	RRM2high	cell9763
-7.303259859	-12.37707848	ECs	RRM2high	cell9764
-12.67629148	-13.13362927	Fibs	RRM2high	cell9765
-12.4537592	-13.45529884	Fibs	RRM2high	cell9766
-6.782547961	-10.16280979	ECs	RRM2high	cell9767
-12.6284876	-12.99537891	Fibs	RRM2high	cell9768
-12.61641599	-12.96822113	Fibs	RRM2high	cell9769
-6.839629183	-10.2159552	ECs	RRM2high	cell9770
-7.560162077	-10.34574646	ECs	RRM2high	cell9771
-12.36296369	-11.97871632	Fibs	RRM2high	cell9772
-7.644330511	-12.53341145	ECs	RRM2high	cell9773
-12.32540227	-11.95247883	Fibs	RRM2high	cell9774
-12.07512284	-11.04693741	Fibs	RRM2high	cell9775
-12.083663	-11.67360157	Fibs	RRM2high	cell9776
-7.877872477	-12.24036354	ECs	RRM2high	cell9777
-7.648915778	-12.41911835	ECs	RRM2high	cell9778
-7.242805491	-10.53361076	ECs	RRM2high	cell9779
-7.97861434	-12.16941876	ECs	RRM2high	cell9780
-7.156247149	-9.585124436	ECs	RRM2high	cell9781
-7.921776781	-12.20613236	ECs	RRM2high	cell9782
-6.896524916	-10.06220097	ECs	RRM2high	cell9783
-6.676783572	-9.758896294	ECs	RRM2high	cell9784
-8.425736437	-11.78584713	ECs	RRM2high	cell9785
-12.11354733	-11.90861458	Fibs	RRM2high	cell9786
-7.545696745	-12.00655693	ECs	RRM2high	cell9787
-7.830699931	-12.30571503	ECs	RRM2high	cell9788
-12.2647152	-12.0115189	Fibs	RRM2high	cell9789
-6.702427397	-10.50608105	ECs	RRM2high	cell9790
-7.780340681	-10.86734909	ECs	RRM2high	cell9791
-8.519800196	-11.89171738	ECs	RRM2high	cell9792
-7.674633036	-12.20939106	ECs	RRM2high	cell9793
-7.769879828	-12.11338562	ECs	RRM2high	cell9794
-12.58706666	-12.83536476	Fibs	RRM2high	cell9795
-12.29512692	-11.05487293	Fibs	RRM2high	cell9796
-7.205508719	-9.861052933	ECs	RRM2high	cell9797
-12.49354363	-12.89623779	Fibs	RRM2high	cell9798
-6.730432043	-10.35514397	ECs	RRM2high	cell9799
-12.22497273	-12.96853203	Fibs	RRM2high	cell9800
-7.990705023	-11.6277842	ECs	RRM2high	cell9801
-7.696004877	-10.22916454	ECs	RRM2high	cell9802
-7.108695994	-10.05069393	ECs	RRM2high	cell9803
-12.64262105	-12.98053783	Fibs	RRM2high	cell9804
-12.19959069	-12.90971321	Fibs	RRM2high	cell9805
-12.49910642	-12.59458584	Fibs	RRM2high	cell9806
-12.54991914	-12.76025433	Fibs	RRM2high	cell9807
-7.486835013	-12.36596531	ECs	RRM2high	cell9808
-8.870764742	-11.81091446	ECs	RRM2high	cell9809
-7.130327711	-9.788119736	ECs	RRM2high	cell9810
-12.22544099	-10.66853947	Fibs	RRM2high	cell9811
-3.78754283	-13.51509995	ECs	RRM2high	cell9812
-13.04561711	-9.709582749	Fibs	RRM2high	cell9813
-12.25845338	-11.54977554	Fibs	RRM2high	cell9814
-12.63610841	-12.85998863	Fibs	RRM2high	cell9815
-12.32106782	-12.49549431	Fibs	RRM2high	cell9816
-12.55637647	-13.11596245	Fibs	RRM2high	cell9817
-7.520702372	-12.58521885	ECs	RRM2high	cell9818
-6.995538721	-9.934520188	ECs	RRM2high	cell9819
-12.39130879	-12.90137714	Fibs	RRM2high	cell9820
-12.44824697	-10.79911369	Fibs	RRM2high	cell9821
-7.096889029	-9.643530312	ECs	RRM2high	cell9822
-7.28718997	-10.06569046	ECs	RRM2high	cell9823
-6.785000334	-9.607839051	ECs	RRM2high	cell9824
-7.043025027	-9.872470322	ECs	RRM2high	cell9825
-6.899775515	-9.541582528	ECs	RRM2high	cell9826
-12.15085031	-11.13996452	Fibs	RRM2high	cell9827
-7.257253657	-10.10135597	ECs	RRM2high	cell9828
-7.772402773	-10.70722622	ECs	RRM2high	cell9829
-7.180800448	-9.542674485	ECs	RRM2high	cell9830
-11.98174192	-11.68950409	Fibs	RRM2high	cell9831
-8.090171347	-11.96084351	ECs	RRM2high	cell9832
-12.31980229	-12.0610413	Fibs	RRM2high	cell9833
-7.131299982	-12.14792961	ECs	RRM2high	cell9834
-7.828476916	-12.24994225	ECs	RRM2high	cell9835
-8.118715773	-11.98524899	ECs	RRM2high	cell9836
-6.957342158	-9.824757996	ECs	RRM2high	cell9837
-12.56926919	-12.66056198	Fibs	RRM2high	cell9838
-12.44449521	-13.05931229	Fibs	RRM2high	cell9839
-11.33665849	-12.06595654	ECs	RRM2high	cell9840
-6.725579748	-10.43665928	ECs	RRM2high	cell9841
-12.18089963	-11.86992401	Fibs	RRM2high	cell9842
-12.5602665	-13.27126831	Fibs	RRM2high	cell9843
-13.05225755	-9.712240639	Fibs	RRM2high	cell9844
-13.0662861	-9.681268158	Fibs	RRM2high	cell9845
-7.285347472	-10.30256981	ECs	RRM2high	cell9846
-7.960758696	-12.25611157	ECs	RRM2high	cell9847
-12.05495835	-11.88011211	Fibs	RRM2high	cell9848
-8.012584696	-11.41064591	ECs	RRM2high	cell9849
-8.180217753	-11.99015373	ECs	RRM2high	cell9850
-7.193788538	-9.715846482	ECs	RRM2high	cell9851
-7.404492388	-11.02906269	ECs	RRM2high	cell9852
-8.178715716	-12.01340527	ECs	RRM2high	cell9853
-12.59334279	-12.64797348	Fibs	RRM2high	cell9854
-12.56646348	-12.78076691	Fibs	RRM2high	cell9855
-7.675712595	-12.10663265	ECs	RRM2high	cell9856
-12.26210595	-12.11523289	Fibs	RRM2high	cell9857
-12.4327345	-12.64172119	Fibs	RRM2high	cell9858
-6.881684313	-12.15886349	ECs	RRM2high	cell9859
-12.34219552	-12.09558243	Fibs	RRM2high	cell9860
-12.35408689	-10.51741833	Fibs	RRM2high	cell9861
-12.43072511	-10.2538094	Fibs	RRM2high	cell9862
-12.64269925	-12.94866318	Fibs	RRM2high	cell9863
-12.3888569	-12.2912373	Fibs	RRM2high	cell9864
-12.52588273	-12.5723185	Fibs	RRM2high	cell9865
-7.058242808	-9.490578118	ECs	RRM2high	cell9866
-3.682001362	-13.61929077	ECs	RRM2high	cell9867
-7.100270758	-12.06871265	ECs	RRM2high	cell9868
-8.028678904	-12.2065062	ECs	RRM2high	cell9869
-4.124861727	-13.7778067	ECs	RRM2high	cell9870
-4.614157687	-12.99482101	ECs	RRM2high	cell9871
-12.45122529	-12.27312321	Fibs	RRM2high	cell9872
-12.21744348	-11.58444447	Fibs	RRM2high	cell9873
-12.50878335	-12.66980499	Fibs	RRM2high	cell9874
-12.48658563	-10.80812115	Fibs	RRM2high	cell9875
-3.899628649	-13.63896507	ECs	RRM2high	cell9876
-7.620918284	-10.25472302	ECs	RRM2high	cell9877
-7.283090124	-9.578112069	ECs	RRM2high	cell9878
-4.042308102	-13.83032364	ECs	RRM2high	cell9879
-8.025664339	-12.25102943	ECs	RRM2high	cell9880
-12.39716817	-12.27472538	Fibs	RRM2high	cell9881
-5.130185137	-12.3754887	ECs	RRM2high	cell9882
-12.56733705	-12.90878433	Fibs	RRM2high	cell9883
-6.937669764	-9.483333054	ECs	RRM2high	cell9884
-12.28000165	-11.9265942	Fibs	RRM2high	cell9885
-12.29030515	-12.11350674	Fibs	RRM2high	cell9886
-7.314116011	-9.493494454	ECs	RRM2high	cell9887
-7.89373828	-12.30368561	ECs	RRM2high	cell9888
-12.23356916	-11.98654312	Fibs	RRM2high	cell9889
-12.59196855	-12.8322205	Fibs	RRM2high	cell9890
-7.443960677	-9.615595284	ECs	RRM2high	cell9891
-6.904437552	-12.22053856	ECs	RRM2high	cell9892
-12.34497644	-11.39198345	Fibs	RRM2high	cell9893
-7.743445883	-10.49221844	ECs	RRM2high	cell9894
-7.253541956	-12.20489258	ECs	RRM2high	cell9895
-6.59022523	-11.87599415	ECs	RRM2high	cell9896
-6.426381598	-12.23779053	ECs	RRM2high	cell9897
-7.861292372	-11.11910385	ECs	RRM2high	cell9898
-7.120340357	-9.426024857	ECs	RRM2high	cell9899
-8.124985705	-12.08693356	ECs	RRM2high	cell9900
-7.085224161	-11.33280701	ECs	RRM2high	cell9901
-12.58029748	-12.64319748	Fibs	RRM2high	cell9902
-7.638307104	-9.914816323	ECs	RRM2high	cell9903
-7.909046183	-12.46363014	ECs	RRM2high	cell9904
-8.113690863	-12.42818493	ECs	RRM2high	cell9905
-4.723321448	-13.30117554	ECs	RRM2high	cell9906
-7.741048346	-12.48460239	ECs	RRM2high	cell9907
-7.173760424	-12.33762688	ECs	RRM2high	cell9908
-12.33780576	-10.4358086	Fibs	RRM2high	cell9909
-8.219275961	-12.2920956	ECs	RRM2high	cell9910
-12.2925501	-10.4527039	Fibs	RRM2high	cell9911
-4.056793223	-12.96164555	ECs	RRM2high	cell9912
-4.235286246	-13.68000835	ECs	RRM2high	cell9913
-12.49226571	-12.57757992	Fibs	RRM2high	cell9914
-3.901502381	-13.64933914	ECs	RRM2high	cell9915
-6.706998358	-11.99073643	nonMalignant	RRM2high	cell9916
-7.496873389	-9.785478058	ECs	RRM2high	cell9917
-12.3802004	-12.12890953	Fibs	RRM2high	cell9918
-12.45605279	-12.34035439	Fibs	RRM2high	cell9919
-12.1555605	-11.98524899	Fibs	RRM2high	cell9920
-4.423902045	-13.53381962	ECs	RRM2high	cell9921
-12.5551014	-12.61655373	Fibs	RRM2high	cell9922
-12.67715837	-12.82684559	Fibs	RRM2high	cell9923
-12.67215062	-9.999349061	Fibs	RRM2high	cell9924
-12.58255292	-12.62397236	Fibs	RRM2high	cell9925
-4.974742422	-12.72844166	ECs	RRM2high	cell9926
-12.60583402	-12.54281086	Fibs	RRM2high	cell9927
-12.5546856	-12.61756939	Fibs	RRM2high	cell9928
-12.46905519	-12.49259037	Fibs	RRM2high	cell9929
-7.198595534	-10.57679028	ECs	RRM2high	cell9930
-4.882852564	-12.89866489	ECs	RRM2high	cell9931
-12.39901734	-10.32363838	Fibs	RRM2high	cell9932
-5.284869204	-12.80427116	ECs	RRM2high	cell9933
-4.114664088	-13.62716526	ECs	RRM2high	cell9934
-6.87209178	-12.16705078	ECs	RRM2high	cell9935
-4.477143774	-13.5908894	ECs	RRM2high	cell9936
-7.63058425	-12.3045258	ECs	RRM2high	cell9937
-12.52372838	-13.01870007	Fibs	RRM2high	cell9938
-12.34415055	-12.31025166	Fibs	RRM2high	cell9939
-4.389776717	-13.00914616	ECs	RRM2high	cell9940
-7.328191767	-11.3366322	ECs	RRM2high	cell9941
-12.52586556	-10.23154968	Fibs	RRM2high	cell9942
-7.76212121	-11.82493443	ECs	RRM2high	cell9943
-13.02568055	-9.719720307	Fibs	RRM2high	cell9944
-12.55793859	-10.20771259	Fibs	RRM2high	cell9945
-8.08286191	-12.4992947	ECs	RRM2high	cell9946
-6.05738307	-12.3764996	ECs	RRM2high	cell9947
-8.13349391	-12.14544815	ECs	RRM2high	cell9948
-8.215114603	-12.36670441	ECs	RRM2high	cell9949
-7.253129492	-9.441599312	ECs	RRM2high	cell9950
-12.3960867	-10.58697456	Fibs	RRM2high	cell9951
-8.03966094	-12.34863228	ECs	RRM2high	cell9952
-6.979613791	-12.16906017	ECs	RRM2high	cell9953
-8.239586363	-12.49533409	ECs	RRM2high	cell9954
-12.53561402	-12.72962994	Fibs	RRM2high	cell9955
-8.012586127	-12.42992825	ECs	RRM2high	cell9956
-5.591954718	-12.4786591	ECs	RRM2high	cell9957
-7.798738013	-10.4117617	ECs	RRM2high	cell9958
-12.39489366	-12.20217842	Fibs	RRM2high	cell9959
-12.37076283	-12.32171482	Fibs	RRM2high	cell9960
-6.840708742	-11.94680065	ECs	RRM2high	cell9961
-4.770526419	-13.07747692	ECs	RRM2high	cell9962
-8.235679636	-12.41475052	ECs	RRM2high	cell9963
-12.39432145	-12.92412705	Fibs	RRM2high	cell9964
-7.072299013	-9.532481614	ECs	RRM2high	cell9965
-12.61854554	-12.88995499	Fibs	RRM2high	cell9966
-4.702120791	-13.41387695	ECs	RRM2high	cell9967
-4.52881814	-13.21507305	ECs	RRM2high	cell9968
-12.53468133	-13.2708363	Fibs	RRM2high	cell9969
-4.786413203	-13.24162239	ECs	RRM2high	cell9970
-3.752573262	-13.56310791	ECs	RRM2high	cell9971
-7.865464697	-12.44807858	ECs	RRM2high	cell9972
-7.457983981	-9.993007126	ECs	RRM2high	cell9973
-7.081816206	-9.398153725	ECs	RRM2high	cell9974
-4.075750838	-13.86040825	ECs	RRM2high	cell9975
-3.790489207	-13.68089146	ECs	RRM2high	cell9976
-7.141470919	-9.260289612	ECs	RRM2high	cell9977
-8.320218096	-11.91859383	ECs	RRM2high	cell9978
-8.338607321	-12.09212822	ECs	RRM2high	cell9979
-12.65209199	-10.07483334	Fibs	RRM2high	cell9980
-7.88388444	-12.39143414	ECs	RRM2high	cell9981
-7.538887511	-11.72089905	ECs	RRM2high	cell9982
-8.224962244	-12.39799446	ECs	RRM2high	cell9983
-12.32042886	-12.2140984	Fibs	RRM2high	cell9984
-12.67042924	-12.82259602	Fibs	RRM2high	cell9985
-5.060502062	-12.81199211	ECs	RRM2high	cell9986
-12.4659195	-12.44419045	Fibs	RRM2high	cell9987
-5.588515292	-12.39363426	ECs	RRM2high	cell9988
-6.899880896	-11.85886807	ECs	RRM2high	cell9989
-4.086406956	-13.74823803	ECs	RRM2high	cell9990
-3.746796141	-13.68229527	ECs	RRM2high	cell9991
-12.60406304	-13.06399769	Fibs	RRM2high	cell9992
-6.71503068	-12.21766609	ECs	RRM2high	cell9993
-12.66620732	-12.86119026	Fibs	RRM2high	cell9994
-12.24745084	-12.19581932	Fibs	RRM2high	cell9995
-7.768393526	-12.34013123	ECs	RRM2high	cell9996
4.698775758	5.865416107	Fibs	RRM2high	cell9997
-12.6152525	-12.71735424	Fibs	RRM2high	cell9998
-7.49217845	-9.806646767	ECs	RRM2high	cell9999
-12.22422124	-11.57912678	Fibs	RRM2high	cell10000
-6.665552149	-12.21775383	ECs	RRM2high	cell10001
-12.57567884	-12.77074379	Fibs	RRM2high	cell10002
-7.910806189	-12.62670464	ECs	RRM2high	cell10003
-12.21517373	-10.51715607	Fibs	RRM2high	cell10004
-12.59829522	-13.15398354	Fibs	RRM2high	cell10005
-5.618464957	-12.13864273	ECs	RRM2high	cell10006
-12.59376336	-12.70781178	Fibs	RRM2high	cell10007
-7.095638762	-9.856007996	CD4s	RRM2high	cell10008
-7.017355452	-11.75120396	ECs	RRM2high	cell10009
-5.180243502	-12.51339764	ECs	RRM2high	cell10010
-12.56560708	-12.50411648	Fibs	RRM2high	cell10011
-12.97713662	-9.768643799	Fibs	RRM2high	cell10012
-7.649279127	-11.69065327	ECs	RRM2high	cell10013
-12.25687982	-10.53010601	Fibs	RRM2high	cell10014
-12.46256352	-12.59203571	Fibs	RRM2high	cell10015
-7.797047148	-10.15130753	ECs	RRM2high	cell10016
-7.909767161	-10.74729675	ECs	RRM2high	cell10017
-12.57338048	-12.79965443	Fibs	RRM2high	cell10018
-12.59174253	-12.87820858	Fibs	RRM2high	cell10019
-5.170740614	-12.79699463	ECs	RRM2high	cell10020
-7.083249579	-12.0971579	ECs	RRM2high	cell10021
-5.314223776	-12.60567421	ECs	RRM2high	cell10022
-12.61329461	-13.21075195	Fibs	RRM2high	cell10023
-12.52844907	-12.65999931	Fibs	RRM2high	cell10024
-12.24014188	-11.32963509	Fibs	RRM2high	cell10025
-5.000656138	-12.64841312	ECs	RRM2high	cell10026
-12.55054666	-12.93112606	Fibs	RRM2high	cell10027
-12.24607945	-12.08564991	Fibs	RRM2high	cell10028
-7.333830366	-11.67935032	ECs	RRM2high	cell10029
-7.948036204	-12.50651306	ECs	RRM2high	cell10030
-12.29185296	-12.0418467	Fibs	RRM2high	cell10031
-12.53872205	-12.69283527	Fibs	RRM2high	cell10032
-12.46762467	-12.44576687	Fibs	RRM2high	cell10033
-7.570414076	-9.854764405	ECs	RRM2high	cell10034
-12.58228112	-12.98449654	Fibs	RRM2high	cell10035
-6.995866309	-9.590629044	ECs	RRM2high	cell10036
-6.370054255	-12.25221676	ECs	RRM2high	cell10037
-7.510721693	-9.719310227	ECs	RRM2high	cell10038
-8.018282423	-12.37004894	ECs	RRM2high	cell10039
-7.077562342	-9.352427903	ECs	RRM2high	cell10040
-7.970575343	-11.18270058	ECs	RRM2high	cell10041
-7.780750761	-10.19880623	ECs	RRM2high	cell10042
-7.089042197	-12.10855526	ECs	RRM2high	cell10043
-12.17362023	-10.69186062	Fibs	RRM2high	cell10044
-8.061832915	-12.58960671	ECs	RRM2high	cell10045
-12.27885247	-11.4358601	Fibs	RRM2high	cell10046
-6.986674319	-9.422232094	ECs	RRM2high	cell10047
-12.543149	-13.14650387	Fibs	RRM2high	cell10048
-6.374277125	-11.90597672	ECs	RRM2high	cell10049
-12.08630086	-11.99677605	Fibs	RRM2high	cell10050
-12.59900571	-12.93678707	Fibs	RRM2high	cell10051
-12.56034661	-12.99758762	Fibs	RRM2high	cell10052
-12.50601388	-12.6505999	Fibs	RRM2high	cell10053
4.022717943	-7.657379094	Macrophages	RRM2high	cell10054
-6.851545344	-12.17927975	ECs	RRM2high	cell10055
-7.746719847	-11.54444927	ECs	RRM2high	cell10056
-6.815796385	-12.24081654	ECs	RRM2high	cell10057
-5.254664908	-12.65942806	ECs	RRM2high	cell10058
-6.920895586	-9.397090378	ECs	RRM2high	cell10059
-6.7582965	-12.19165272	ECs	RRM2high	cell10060
-12.54829217	-12.69009823	Fibs	RRM2high	cell10061
-7.299704562	-9.478157464	ECs	RRM2high	cell10062
-6.948884974	-9.574806634	ECs	RRM2high	cell10063
-6.925303946	-12.18989891	ECs	RRM2high	cell10064
-7.736170779	-10.31098122	ECs	RRM2high	cell10065
-7.578624258	-11.68974442	ECs	RRM2high	cell10066
-6.899489889	-9.728848877	ECs	RRM2high	cell10067
-8.084608565	-12.36050266	ECs	RRM2high	cell10068
-12.12027741	-11.70762676	Fibs	RRM2high	cell10069
-7.045675288	-12.24222702	ECs	RRM2high	cell10070
-7.188058863	-9.520368996	ECs	RRM2high	cell10071
-8.068846712	-12.47063297	ECs	RRM2high	cell10072
-12.1220255	-12.03263611	Fibs	RRM2high	cell10073
-8.250921736	-12.26957459	ECs	RRM2high	cell10074
-12.24989129	-12.1371693	Fibs	RRM2high	cell10075
-5.965913782	-11.9448027	ECs	RRM2high	cell10076
-12.27646066	-12.08454079	Fibs	RRM2high	cell10077
-6.970451365	-12.1824345	ECs	RRM2high	cell10078
-4.922232638	-12.79619259	ECs	RRM2high	cell10079
-8.15482379	-12.10061211	ECs	RRM2high	cell10080
-7.524196635	-9.870588723	ECs	RRM2high	cell10081
-7.838990698	-12.44518799	ECs	RRM2high	cell10082
-8.260054598	-12.40106339	ECs	RRM2high	cell10083
-8.070390234	-12.39678711	ECs	RRM2high	cell10084
-12.40569974	-12.00004334	Fibs	RRM2high	cell10085
-6.991790305	-12.20052284	ECs	RRM2high	cell10086
-12.21704198	-10.74206108	Fibs	RRM2high	cell10087
-7.765594492	-10.51936001	ECs	RRM2high	cell10088
-12.31707574	-12.09611267	Fibs	RRM2high	cell10089
-8.354765425	-12.32787842	ECs	RRM2high	cell10090
-8.012274275	-11.25537437	ECs	RRM2high	cell10091
-7.02151824	-9.535197678	ECs	RRM2high	cell10092
-7.657099734	-11.70617813	ECs	RRM2high	cell10093
-12.52616979	-10.28123612	Fibs	RRM2high	cell10094
-8.269657622	-12.23974175	ECs	RRM2high	cell10095
-12.49731065	-12.41203255	Fibs	RRM2high	cell10096
-6.951602469	-9.34691948	ECs	RRM2high	cell10097
-12.26639367	-11.9799704	Fibs	RRM2high	cell10098
-7.109557638	-9.433454934	ECs	RRM2high	cell10099
-6.27184392	-11.94737667	ECs	RRM2high	cell10100
-12.26125051	-10.53542084	Fibs	RRM2high	cell10101
-8.213762293	-11.89372105	ECs	RRM2high	cell10102
-12.22713662	-10.66065163	Fibs	RRM2low	cell10103
-12.45276643	-10.99578899	Fibs	RRM2low	cell10104
-7.787197123	-12.00571865	ECs	RRM2low	cell10105
-8.17097951	-11.99804348	ECs	RRM2low	cell10106
-12.20228292	-12.02523369	Fibs	RRM2low	cell10107
-7.776708613	-11.96661896	ECs	RRM2low	cell10108
-12.3631363	-10.43855614	Fibs	RRM2low	cell10109
-8.053572188	-12.35727734	ECs	RRM2low	cell10110
-12.35245706	-12.17995972	Fibs	RRM2low	cell10111
-7.262166987	-9.688754502	ECs	RRM2low	cell10112
-7.348434935	-12.10300869	ECs	RRM2low	cell10113
-7.168553362	-10.88113159	ECs	RRM2low	cell10114
-12.71904851	-10.17132229	Fibs	RRM2low	cell10115
-7.850394259	-11.49023956	ECs	RRM2low	cell10116
-8.138508807	-12.17198414	ECs	RRM2low	cell10117
-7.772074232	-12.39518875	ECs	RRM2low	cell10118
-12.34984208	-12.20433277	Fibs	RRM2low	cell10119
-12.50206662	-10.8380732	Fibs	RRM2low	cell10120
-12.94853784	-9.850424233	Fibs	RRM2low	cell10121
-7.807026873	-10.90493626	ECs	RRM2low	cell10122
-8.052844534	-11.35582298	ECs	RRM2low	cell10123
-7.319979201	-12.24531597	ECs	RRM2low	cell10124
-7.072624216	-11.8132872	ECs	RRM2low	cell10125
-12.32097913	-10.55145687	Fibs	RRM2low	cell10126
-7.775139819	-12.41636604	ECs	RRM2low	cell10127
-7.213766108	-12.1444363	ECs	RRM2low	cell10128
-7.785577784	-11.18867344	ECs	RRM2low	cell10129
-7.208619604	-9.661287728	ECs	RRM2low	cell10130
-7.775484572	-11.53057236	ECs	RRM2low	cell10131
-12.38986398	-11.07997555	Fibs	RRM2low	cell10132
-8.13041831	-12.11056084	ECs	RRM2low	cell10133
-6.988408575	-11.93209118	ECs	RRM2low	cell10134
-7.789318571	-10.82083839	ECs	RRM2low	cell10135
-12.10887433	-11.64495415	Fibs	RRM2low	cell10136
-12.81222535	-10.01490444	Fibs	RRM2low	cell10137
-7.350982676	-9.65144867	ECs	RRM2low	cell10138
-12.21332933	-10.62895912	Fibs	RRM2low	cell10139
-7.182019244	-9.507781449	ECs	RRM2low	cell10140
-7.952651987	-12.53490681	ECs	RRM2low	cell10141
-7.201241503	-9.349684182	ECs	RRM2low	cell10142
-7.728772173	-11.88439793	ECs	RRM2low	cell10143
-7.131448756	-9.463105622	ECs	RRM2low	cell10144
-13.03114511	-9.745446625	Fibs	RRM2low	cell10145
-12.35337926	-10.59616798	Fibs	RRM2low	cell10146
